x,y,z
-248.141403,-48.636058,231.613286
-236.188355,-42.918022,228.780118
-235.089147,-39.632276,228.292644
-234.131744,-38.150520,227.981537
-233.282467,-37.960886,227.798051
-232.499470,-38.555688,227.692168
-231.741403,-39.469918,227.617478
-230.849740,-38.998043,227.402405
-230.735615,-47.030964,228.040353
-229.130829,-38.934004,227.057328
-226.837638,-24.757775,225.438342
-225.296099,-18.475471,224.617030
-224.454810,-18.954488,224.490103
-224.220309,-25.219626,224.958898
-224.300114,-34.541843,225.741196
-224.701626,-47.260486,226.866365
-225.354039,-63.714890,228.348309
-225.715033,-79.638430,229.728991
-225.668288,-94.290718,230.924538
-224.448620,-86.008230,230.002392
-217.486452,-73.532487,227.600218
-216.233057,-69.851756,227.049785
-215.476588,-71.275158,227.017278
-214.660365,-72.118813,226.925289
-214.028655,-74.768709,227.018294
-213.436821,-77.824891,227.152590
-212.757137,-80.016381,227.198419
-211.550647,-77.059749,226.716798
-209.763721,-69.270517,225.723068
-207.445766,-57.980778,224.336529
-204.751923,-44.529687,222.697963
-202.509522,-34.751050,221.450611
-200.785714,-28.963287,220.633931
-199.075312,-23.167182,219.819215
-197.861507,-21.430549,219.436462
-196.885927,-21.711797,219.266725
-196.126511,-23.796306,219.287996
-195.428493,-26.339536,219.359122
-194.595919,-27.767165,219.311918
-193.685867,-28.574157,219.198364
-192.699021,-28.782987,219.020446
-191.633021,-28.383435,218.776855
-190.568461,-28.002848,218.535108
-189.304290,-26.063015,218.125690
-188.075710,-24.385292,217.744861
-187.066091,-24.452748,217.550815
-187.243693,-33.578244,218.336272
-186.992105,-39.041751,218.735774
-186.310987,-41.338292,218.789957
-185.232741,-40.875146,218.538716
-183.925190,-38.828576,218.111947
-182.432570,-35.452482,217.539270
-180.805699,-31.002157,216.851724
-179.013450,-25.060701,216.008876
-177.500679,-21.015071,215.377163
-176.456695,-20.734072,215.147673
-176.306595,-27.575480,215.680536
-174.973765,-25.046670,215.209117
-173.754040,-23.335038,214.827249
-174.441284,-35.968280,216.001882
-155.608342,-47.041143,213.189263
-156.604804,-58.867949,214.358717
-157.473837,-69.145572,215.375596
-157.954942,-76.894516,216.107865
-157.806841,-81.126109,216.426531
-156.826055,-80.891554,216.213353
-155.027225,-76.271759,215.477878
-152.261353,-66.208020,214.103598
-150.383034,-60.768404,213.284999
-150.455734,-66.473277,213.768456
-149.533280,-66.469509,213.585786
-148.608414,-66.434397,213.400062
-147.683263,-66.379609,213.212664
-146.753043,-66.277628,213.020383
-145.928558,-66.758458,212.896927
-145.082508,-67.099411,212.757706
-144.019318,-66.183521,212.472214
-142.802968,-64.349639,212.080962
-141.492426,-61.902546,211.620668
-140.145536,-59.150815,211.128139
-138.637465,-55.279429,210.511683
-137.888878,-56.104374,210.431525
-136.392847,-52.110591,209.807385
-135.476749,-51.804982,209.601153
-134.721106,-52.536198,209.511894
-133.964922,-53.242284,209.420462
-132.931779,-52.090353,209.121502
-132.103480,-52.274220,208.972874
-131.431102,-53.480913,208.939172
-131.068100,-56.692813,209.131509
-130.537746,-58.753367,209.196093
-130.080428,-61.236942,209.309898
-129.181306,-60.896003,209.104117
-128.526591,-62.085232,209.072471
-127.489347,-60.820503,208.763425
-126.171910,-57.659721,208.243085
-124.741908,-53.564179,207.623630
-124.022214,-54.279968,207.540210
-123.365660,-55.412669,207.503552
-122.619975,-55.908701,207.396924
-121.850042,-56.217342,207.270094
-121.410399,-58.777507,207.393691
-121.319595,-63.593944,207.771772
-120.460095,-63.275613,207.575683
-119.413228,-61.675330,207.237144
-118.205398,-58.896034,206.769839
-117.149928,-57.074857,206.411436
-116.264935,-56.412462,206.182016
-115.121852,-53.807548,205.741850
-114.002660,-51.254981,205.310711
-113.159858,-50.754850,205.102974
-112.610781,-52.515385,205.139188
-112.152360,-54.931570,205.247234
-111.094773,-52.735281,204.857569
-110.201192,-51.742096,204.599252
-109.309236,-50.713317,204.338329
-108.423912,-49.688502,204.079043
-107.669327,-49.703302,203.931086
-106.817237,-48.876186,203.694626
-106.099009,-49.144957,203.574740
-105.374506,-49.339273,203.447490
-104.821564,-50.966289,203.471961
-104.395804,-53.615547,203.605628
-103.594843,-53.132353,203.407555
-103.203745,-56.010003,203.566855
-102.526089,-56.514437,203.474366
-101.514282,-54.233383,203.086781
-100.851625,-54.822996,203.004262
-99.841025,-52.415678,202.606534
-98.857591,-50.125495,202.223807
-97.838568,-47.380112,201.796617
-96.850441,-44.773538,201.386947
-95.938496,-42.782391,201.042942
-95.086218,-41.300548,200.752610
-94.338457,-40.843421,200.567198
-93.466835,-39.020468,200.244994
-92.575348,-36.871190,199.892030
-91.980918,-37.985972,199.866181
-91.302576,-38.139062,199.744667
-90.636101,-38.401637,199.634502
-89.969025,-38.634285,199.521757
-89.318495,-39.031899,199.425847
-88.672207,-39.456074,199.332960
-87.999439,-39.555861,199.208166
-87.272340,-39.001098,199.018810
-86.538635,-38.328300,198.818443
-85.813330,-37.712684,198.624438
-85.110557,-37.330489,198.454080
-84.451994,-37.458875,198.334445
-83.802560,-37.675771,198.223893
-83.160396,-37.959793,198.120297
-82.527147,-38.332593,198.025764
-81.888440,-38.615633,197.922771
-81.256006,-38.955494,197.825690
-80.593825,-38.897519,197.690016
-79.958051,-39.150267,197.585112
-79.390579,-40.251795,197.563502
-78.812976,-41.203525,197.527572
-78.228081,-42.043417,197.481004
-77.607577,-42.415363,197.388920
-76.977649,-42.647847,197.283505
-76.323640,-42.550540,197.146213
-75.699530,-42.814115,197.044505
-75.032721,-42.500260,196.886877
-74.379371,-42.333166,196.743976
-73.716024,-42.004046,196.585777
-73.062530,-41.776641,196.437889
-72.298523,-39.984128,196.139463
-71.598034,-39.004527,195.920435
-70.588689,-33.275487,195.249825
-69.938494,-32.860795,195.087190
-69.832203,-40.714891,195.711983
-69.398652,-43.458136,195.851838
-69.163360,-48.807256,196.245156
-69.491712,-60.740142,197.291253
-69.142998,-64.058666,197.495182
-69.186984,-71.590676,198.123199
-68.698580,-73.219908,198.160611
-67.800054,-70.415879,197.752419
-66.400700,-61.552880,196.747017
-65.492284,-58.033531,196.278053
-64.776887,-56.832548,196.037875
-63.591709,-49.043925,195.163155
-62.962537,-48.808393,195.019407
-62.624711,-52.755785,195.277198
-61.956540,-51.960338,195.079701
-61.723083,-57.270383,195.470169
-61.596912,-63.755283,195.978449
-61.811503,-74.013445,196.864352
-62.344044,-86.957010,198.033918
-63.046804,-100.557374,199.291140
-57.852194,-112.934787,199.281953
-58.486231,-125.537678,200.443572
-58.779290,-134.693267,201.254328
-58.782428,-141.145299,201.785468
-58.399136,-143.946216,201.940002
-57.545442,-142.136927,201.622465
-57.225323,-145.616555,201.845294
-46.099870,-146.686979,199.733917
-45.723901,-150.097369,199.940012
-45.267259,-152.585682,200.054340
-44.715364,-153.906052,200.053804
-44.088614,-154.262619,199.959220
-43.362539,-153.284043,199.735219
-42.720211,-153.399194,199.617705
-42.072732,-153.431549,199.492365
-41.414880,-153.304787,199.351891
-40.751522,-153.081010,199.202352
-40.088072,-152.833802,199.050868
-39.435994,-152.728966,198.913338
-38.788092,-152.666794,198.780142
-38.151601,-152.757974,198.661811
-38.575455,-169.885729,200.153937
-36.631538,-149.091199,198.059808
-34.965018,-133.103053,196.415724
-33.662596,-122.058455,195.250102
-32.670473,-115.474586,194.512609
-31.937244,-113.056110,194.168797
-15.651156,-112.130909,190.873122
-15.239310,-117.824179,191.259835
-14.946053,-128.014451,192.039759
-14.781910,-143.298554,193.264049
-15.080378,-180.771000,196.404235
-14.018285,-160.659885,194.540628
-12.558931,-125.435896,191.355825
-11.482048,-101.834144,189.202276
-10.673709,-87.415285,187.856880
-10.021887,-80.104142,187.126861
-9.489571,-80.175230,187.027472
8.343835,-83.991622,183.815787
9.030657,-96.319967,184.693710
9.932349,-118.943318,186.375666
11.099683,-151.277784,188.803606
11.703930,-152.468167,188.782031
11.884206,-133.554024,187.191172
12.363202,-129.862958,186.792980
19.445714,-125.986161,185.074066
19.900950,-123.407371,184.772029
20.403236,-122.227855,184.575746
20.889487,-120.692162,184.353346
21.456052,-121.300386,184.291353
22.100721,-123.824803,184.371479
22.759924,-126.565059,184.466479
23.372755,-128.084021,184.470226
23.900961,-127.604383,184.326366
24.447543,-127.562633,184.214879
25.007859,-127.828427,184.125965
42.390745,-127.036139,180.624393
42.986995,-127.734304,180.563927
48.466542,-128.403429,179.535693
49.161936,-130.160975,179.542735
49.867334,-132.009249,179.555260
50.677391,-135.039572,179.644289
51.289812,-135.785677,179.584568
51.745027,-134.736863,179.408337
52.261631,-134.398377,179.278378
52.839250,-134.745435,179.192725
53.330444,-134.134544,179.045390
60.259399,-132.524005,177.543176
60.642219,-130.930919,177.336505
61.035914,-129.477766,177.139189
64.671879,-128.044867,176.302574
66.680138,-142.614421,177.103546
66.662507,-136.738330,176.623869
64.822129,-114.947468,175.195934
62.039636,-84.777083,173.265237
59.892924,-55.032581,171.243871
115.070611,-26.140101,157.960090
113.485165,0.584733,156.076061
113.314761,21.648268,154.377793
113.808627,34.079134,153.258029
114.324549,34.732922,153.102278
114.860367,21.572751,154.078451
115.416417,19.049722,154.175982
115.999118,15.992430,154.312175
116.588865,13.360801,154.411974
117.186382,10.940087,154.492894
117.662314,12.218905,154.293656
118.123937,14.052989,154.051590
118.534972,18.172134,153.631634
118.987979,21.406117,153.276164
119.451587,25.037920,152.885887
119.943775,27.134375,152.616205
120.459131,26.750514,152.545887
137.312308,23.014222,149.521397
138.177008,14.805742,150.025399
